src,tgt,cosine,polysemy,pair_type,lang_pair
debut,services,0.44460225105285645,monosemous,mismatch,en-fr
movement,petites,0.37780582904815674,unknown,mismatch,en-fr
movement,ainsi,0.3274259567260742,unknown,mismatch,en-fr
movement,communautaire,0.47983357310295105,unknown,mismatch,en-fr
specific,fera,0.3559326231479645,unknown,mismatch,en-fr
specific,gratuit,0.48022696375846863,unknown,mismatch,en-fr
always,externe,0.3260144889354706,monosemous,mismatch,en-fr
always,brunes,0.461930513381958,monosemous,mismatch,en-fr
always,président,0.33537718653678894,monosemous,mismatch,en-fr
always,reseau,0.46545255184173584,monosemous,mismatch,en-fr
actor,gouvernement,0.3904555141925812,unknown,mismatch,en-fr
actor,musiques,0.48852813243865967,unknown,mismatch,en-fr
natural,chicago,0.4723093509674072,polysemous,mismatch,en-fr
natural,cas,0.3774300217628479,polysemous,mismatch,en-fr
natural,tasse,0.4479142129421234,polysemous,mismatch,en-fr
natural,vouloir,0.24119336903095245,polysemous,mismatch,en-fr
clear,century,0.4324800968170166,unknown,mismatch,en-fr
clear,gold,0.4654717445373535,unknown,mismatch,en-fr
clear,problématique,0.3279660940170288,unknown,mismatch,en-fr
coast,depuis,0.3368430733680725,unknown,mismatch,en-fr
let,couvercle,0.4535817503929138,unknown,mismatch,en-fr
got,dirigé,0.3895304203033447,unknown,mismatch,en-fr
chicago,alignement,0.5431967377662659,unknown,mismatch,en-fr
championships,professionnelle,0.4427274763584137,unknown,mismatch,en-fr
pennsylvania,radio,0.5486403107643127,unknown,mismatch,en-fr
ten,trouvé,0.3138999342918396,unknown,mismatch,en-fr
ten,endroits,0.4574451446533203,unknown,mismatch,en-fr
ten,brown,0.40527069568634033,unknown,mismatch,en-fr
performed,république,0.5820242762565613,unknown,mismatch,en-fr
individual,évènements,0.4823336601257324,polysemous,mismatch,en-fr
individual,policière,0.43970295786857605,polysemous,mismatch,en-fr
individual,voilà,0.2757883369922638,polysemous,mismatch,en-fr
designed,important,0.4643322825431824,unknown,mismatch,en-fr
designed,premiers,0.35855555534362793,unknown,mismatch,en-fr
designed,mieux,0.32139185070991516,unknown,mismatch,en-fr
designed,tardive,0.4090465009212494,unknown,mismatch,en-fr
rule,modifiez,0.4249793589115143,polysemous,mismatch,en-fr
etc,chacune,0.5024303197860718,unknown,mismatch,en-fr
lists,extérieur,0.5729106068611145,unknown,mismatch,en-fr
paris,elles,0.4550797641277313,unknown,mismatch,en-fr
thought,avaient,0.3019067049026489,unknown,mismatch,en-fr
thought,cup,0.38172513246536255,unknown,mismatch,en-fr
thought,dites,0.40194767713546753,unknown,mismatch,en-fr
thought,most,0.3906838893890381,unknown,mismatch,en-fr
brown,led,0.41633450984954834,unknown,mismatch,en-fr
brown,attack,0.4908243715763092,unknown,mismatch,en-fr
brown,tournée,0.4553084075450897,unknown,mismatch,en-fr
brown,mariés,0.46047863364219666,unknown,mismatch,en-fr
brown,janvier,0.3613184690475464,unknown,mismatch,en-fr
brown,romains,0.519936740398407,unknown,mismatch,en-fr
hand,série,0.36616384983062744,polysemous,mismatch,en-fr
hand,centre,0.38927122950553894,polysemous,mismatch,en-fr
needs,ajouté,0.26854947209358215,unknown,mismatch,en-fr
reliable,célibataires,0.4454333782196045,monosemous,mismatch,en-fr
reliable,croisée,0.4079786539077759,monosemous,mismatch,en-fr
smith,première,0.4043654501438141,unknown,mismatch,en-fr
smith,aiment,0.5519285202026367,unknown,mismatch,en-fr
generally,isbn,0.4664776027202606,unknown,mismatch,en-fr
and,и,0.6884135603904724,unknown,translation,en-ru
was,был,0.5347575545310974,unknown,translation,en-ru
was,было,0.5313951373100281,unknown,translation,en-ru
was,была,0.5317779183387756,unknown,translation,en-ru
for,для,0.5939337015151978,unknown,translation,en-ru
for,for,1.0,unknown,translation,en-ru
for,за,0.6229584217071533,unknown,translation,en-ru
that,это,0.4964442849159241,unknown,translation,en-ru
that,that,1.0,unknown,translation,en-ru
with,с,0.5837010145187378,unknown,translation,en-ru
with,with,1.000000238418579,unknown,translation,en-ru
from,от,0.6032040119171143,unknown,translation,en-ru
from,from,1.0,unknown,translation,en-ru
from,из,0.5035020112991333,unknown,translation,en-ru
this,this,1.0,unknown,translation,en-ru
this,это,0.5960785150527954,unknown,translation,en-ru
this,эта,0.5222612023353577,unknown,translation,en-ru
this,этот,0.5888891220092773,unknown,translation,en-ru
utc,utc,1.0000001192092896,unknown,translation,en-ru
his,его,0.5555081367492676,unknown,translation,en-ru
not,не,0.5487056970596313,unknown,translation,en-ru
are,являются,0.5047047138214111,unknown,translation,en-ru
talk,поговорить,0.3706898093223572,monosemous,translation,en-ru
talk,разговор,0.41860729455947876,monosemous,translation,en-ru
talk,говорить,0.40368717908859253,monosemous,translation,en-ru
talk,разговоры,0.4362475574016571,monosemous,translation,en-ru
which,которое,0.5229112505912781,unknown,translation,en-ru
which,которая,0.520982027053833,unknown,translation,en-ru
which,которые,0.5488341450691223,unknown,translation,en-ru
which,который,0.5497853755950928,unknown,translation,en-ru
also,также,0.6391233205795288,unknown,translation,en-ru
has,имеет,0.46005693078041077,unknown,translation,en-ru
were,были,0.590538740158081,unknown,translation,en-ru
but,но,0.6009014248847961,unknown,translation,en-ru
have,иметь,0.39610177278518677,unknown,translation,en-ru
one,одна,0.4843742549419403,unknown,translation,en-ru
one,one,1.0,unknown,translation,en-ru
one,одно,0.48937153816223145,unknown,translation,en-ru
one,один,0.5113369822502136,unknown,translation,en-ru
new,новые,0.5712641477584839,polysemous,translation,en-ru
new,новинка,0.4717879295349121,polysemous,translation,en-ru
new,новая,0.49444735050201416,polysemous,translation,en-ru
new,новый,0.5744227170944214,polysemous,translation,en-ru
new,новых,0.5504209995269775,polysemous,translation,en-ru
new,новое,0.5280008912086487,polysemous,translation,en-ru
first,первый,0.5538667440414429,polysemous,translation,en-ru
first,сначала,0.4849657118320465,polysemous,translation,en-ru
first,первое,0.4687040448188782,polysemous,translation,en-ru
first,первая,0.4754121005535126,polysemous,translation,en-ru
first,first,1.0000001192092896,polysemous,translation,en-ru
page,страница,0.6014341711997986,monosemous,translation,en-ru
page,страницу,0.5852515697479248,monosemous,translation,en-ru
page,page,1.0,monosemous,translation,en-ru
page,страницы,0.5582337379455566,monosemous,translation,en-ru
you,тебя,0.5520527362823486,unknown,translation,en-ru
you,you,1.0,unknown,translation,en-ru
you,вы,0.558349609375,unknown,translation,en-ru
you,ты,0.5127708911895752,unknown,translation,en-ru
they,они,0.6689158082008362,unknown,translation,en-ru
had,имел,0.41512829065322876,unknown,translation,en-ru
article,статья,0.49020078778266907,monosemous,translation,en-ru
who,кто,0.531697154045105,unknown,translation,en-ru
who,who,1.0,unknown,translation,en-ru
who,воз,0.34011518955230713,unknown,translation,en-ru
all,всем,0.4888480007648468,unknown,translation,en-ru
all,всех,0.5209619402885437,unknown,translation,en-ru
all,all,1.000000238418579,unknown,translation,en-ru
all,все,0.5908021330833435,unknown,translation,en-ru
their,их,0.6030020117759705,unknown,translation,en-ru
there,там,0.5363079309463501,polysemous,translation,en-ru
made,сделанные,0.46924468874931335,unknown,translation,en-ru
made,сделано,0.45006176829338074,unknown,translation,en-ru
made,сделана,0.46787434816360474,unknown,translation,en-ru
made,сделал,0.3938696086406708,unknown,translation,en-ru
made,сделаны,0.4521479606628418,unknown,translation,en-ru
people,народ,0.4447776675224304,polysemous,translation,en-ru
people,людей,0.628298819065094,polysemous,translation,en-ru
people,люди,0.5811463594436646,polysemous,translation,en-ru
may,мая,0.37254759669303894,unknown,translation,en-ru
may,мэй,0.37039273977279663,unknown,translation,en-ru
may,май,0.41975337266921997,unknown,translation,en-ru
may,майские,0.4558175206184387,unknown,translation,en-ru
after,после,0.5478123426437378,unknown,translation,en-ru
after,after,1.0,unknown,translation,en-ru
other,другой,0.5207280516624451,unknown,translation,en-ru
other,другая,0.43994081020355225,unknown,translation,en-ru
other,другое,0.42608559131622314,unknown,translation,en-ru
other,другие,0.5446601510047913,unknown,translation,en-ru
other,прочие,0.4020802080631256,unknown,translation,en-ru
should,должен,0.48704278469085693,unknown,translation,en-ru
should,должны,0.49292421340942383,unknown,translation,en-ru
two,два,0.595794141292572,unknown,translation,en-ru
two,две,0.5941575169563293,unknown,translation,en-ru
two,двое,0.5111443996429443,unknown,translation,en-ru
score,счёт,0.350200891494751,monosemous,translation,en-ru
score,счет,0.37094223499298096,monosemous,translation,en-ru
score,очко,0.3958802819252014,monosemous,translation,en-ru
her,ее,0.5299831628799438,unknown,translation,en-ru
her,ей,0.4724637269973755,unknown,translation,en-ru
her,её,0.4847789704799652,unknown,translation,en-ru
can,может,0.49761447310447693,monosemous,translation,en-ru
can,могу,0.4270792603492737,monosemous,translation,en-ru
can,можно,0.4764029085636139,monosemous,translation,en-ru
can,can,1.0,monosemous,translation,en-ru
would,бы,0.40117907524108887,unknown,translation,en-ru
more,более,0.5663893222808838,unknown,translation,en-ru
more,больше,0.5133563280105591,unknown,translation,en-ru
more,еще,0.4156656265258789,unknown,translation,en-ru
she,she,1.0,unknown,translation,en-ru
she,она,0.5318198204040527,unknown,translation,en-ru
about,about,1.0,monosemous,translation,en-ru
about,о,0.4925624430179596,monosemous,translation,en-ru
when,когда,0.6279959678649902,unknown,translation,en-ru
when,when,1.0000001192092896,unknown,translation,en-ru
time,время,0.5488119125366211,unknown,translation,en-ru
time,времени,0.582767128944397,unknown,translation,en-ru
time,тайм,0.41229018568992615,unknown,translation,en-ru
time,time,1.0000001192092896,unknown,translation,en-ru
team,команда,0.5339493751525879,unknown,translation,en-ru
team,team,1.000000238418579,unknown,translation,en-ru
american,американский,0.5156068205833435,unknown,translation,en-ru
american,американские,0.510578453540802,unknown,translation,en-ru
american,американская,0.5292659401893616,unknown,translation,en-ru
american,american,1.000000238418579,unknown,translation,en-ru
american,американских,0.5085958242416382,unknown,translation,en-ru
american,американец,0.5425487756729126,unknown,translation,en-ru
such,такие,0.46042054891586304,unknown,translation,en-ru
discussion,обсуждение,0.4919224977493286,unknown,translation,en-ru
discussion,дискуссия,0.43411320447921753,unknown,translation,en-ru
discussion,обсуждения,0.4893086850643158,unknown,translation,en-ru
discussion,дискуссии,0.42593565583229065,unknown,translation,en-ru
links,связи,0.3702102601528168,unknown,translation,en-ru
links,ссылки,0.4539962708950043,unknown,translation,en-ru
only,только,0.5947018265724182,monosemous,translation,en-ru
some,некоторых,0.4730320870876312,monosemous,translation,en-ru
some,некоторые,0.5241758227348328,monosemous,translation,en-ru
see,видишь,0.45459216833114624,unknown,translation,en-ru
see,посмотреть,0.4338272511959076,unknown,translation,en-ru
see,см,0.3755800127983093,unknown,translation,en-ru
united,объединенные,0.4858683943748474,unknown,translation,en-ru
united,united,1.0000001192092896,unknown,translation,en-ru
united,юнайтед,0.56722092628479,unknown,translation,en-ru
years,годы,0.5303722620010376,unknown,translation,en-ru
years,лет,0.5061842799186707,unknown,translation,en-ru
years,years,1.0000001192092896,unknown,translation,en-ru
school,школе,0.5583845376968384,monosemous,translation,en-ru
school,school,1.0,monosemous,translation,en-ru
school,школа,0.5252496004104614,monosemous,translation,en-ru
school,школы,0.5525785684585571,monosemous,translation,en-ru
world,world,1.0000001192092896,polysemous,translation,en-ru
world,мир,0.5029451251029968,polysemous,translation,en-ru
university,университет,0.5222673416137695,polysemous,translation,en-ru
out,аут,0.4205881655216217,unknown,translation,en-ru
out,out,1.0000001192092896,unknown,translation,en-ru
state,штат,0.3523651361465454,monosemous,translation,en-ru
state,состояние,0.41980040073394775,monosemous,translation,en-ru
state,государство,0.37706395983695984,monosemous,translation,en-ru
states,государства,0.3845548927783966,unknown,translation,en-ru
states,штатов,0.37428221106529236,unknown,translation,en-ru
states,штаты,0.3572251796722412,unknown,translation,en-ru
national,национальные,0.4710594713687897,unknown,translation,en-ru
national,национальных,0.4694381356239319,unknown,translation,en-ru
national,national,1.0000001192092896,unknown,translation,en-ru
national,национальная,0.4564245045185089,unknown,translation,en-ru
national,национальный,0.4877778887748718,unknown,translation,en-ru
wikipedia,википедия,0.5759879350662231,unknown,translation,en-ru
wikipedia,википедии,0.5685750246047974,unknown,translation,en-ru
year,год,0.5036568641662598,unknown,translation,en-ru
most,большинство,0.39396145939826965,polysemous,translation,en-ru
most,наиболее,0.44001707434654236,polysemous,translation,en-ru
city,city,1.0,monosemous,translation,en-ru
city,город,0.5648815035820007,monosemous,translation,en-ru
city,города,0.5644091963768005,monosemous,translation,en-ru
over,over,1.0000001192092896,monosemous,translation,en-ru
over,над,0.5257196426391602,monosemous,translation,en-ru
used,используется,0.4587944746017456,polysemous,translation,en-ru
used,использовано,0.42595571279525757,polysemous,translation,en-ru
used,используемый,0.4200129210948944,polysemous,translation,en-ru
used,используемые,0.43602147698402405,polysemous,translation,en-ru
used,использован,0.4109812378883362,polysemous,translation,en-ru
then,тогда,0.5334324836730957,monosemous,translation,en-ru
then,потом,0.4832687973976135,monosemous,translation,en-ru
then,затем,0.5016263127326965,monosemous,translation,en-ru
than,чем,0.4665040373802185,unknown,translation,en-ru
county,графство,0.4536154866218567,unknown,translation,en-ru
county,округе,0.5164037346839905,unknown,translation,en-ru
county,округ,0.38258957862854004,unknown,translation,en-ru
external,внешнее,0.4065852165222168,monosemous,translation,en-ru
external,внешние,0.34795865416526794,monosemous,translation,en-ru
external,внешняя,0.34251779317855835,monosemous,translation,en-ru
external,внешних,0.44423842430114746,monosemous,translation,en-ru
external,внешний,0.34450563788414,monosemous,translation,en-ru
where,где,0.62192702293396,unknown,translation,en-ru
where,куда,0.4474024772644043,unknown,translation,en-ru
will,воля,0.3303433060646057,unknown,translation,en-ru
will,будет,0.5171959400177002,unknown,translation,en-ru
will,уилл,0.48715558648109436,unknown,translation,en-ru
what,что,0.4871405363082886,unknown,translation,en-ru
what,какие,0.45740681886672974,unknown,translation,en-ru
what,какая,0.4039241373538971,unknown,translation,en-ru
what,какой,0.4687424898147583,unknown,translation,en-ru
delete,исключить,0.39571988582611084,monosemous,translation,en-ru
delete,удаление,0.39118850231170654,monosemous,translation,en-ru
delete,удалить,0.4012559652328491,monosemous,translation,en-ru
any,любой,0.46236127614974976,unknown,translation,en-ru
any,любую,0.378781259059906,unknown,translation,en-ru
any,любые,0.4051603674888611,unknown,translation,en-ru
any,любое,0.4039754867553711,unknown,translation,en-ru
any,любая,0.3311614990234375,unknown,translation,en-ru
these,эти,0.5655333399772644,unknown,translation,en-ru
january,январь,0.6309505701065063,unknown,translation,en-ru
january,января,0.5472939014434814,unknown,translation,en-ru
march,марш,0.4213418662548065,polysemous,translation,en-ru
march,март,0.40380990505218506,polysemous,translation,en-ru
march,марта,0.37036481499671936,polysemous,translation,en-ru
august,августа,0.5234963893890381,unknown,translation,en-ru
august,август,0.5928056240081787,unknown,translation,en-ru
july,июль,0.5008342862129211,unknown,translation,en-ru
film,фильм,0.624535322189331,unknown,translation,en-ru
film,film,1.0,unknown,translation,en-ru
film,кино,0.5521788597106934,unknown,translation,en-ru
him,его,0.481057345867157,unknown,translation,en-ru
him,ему,0.4796939492225647,unknown,translation,en-ru
many,многих,0.5501406192779541,unknown,translation,en-ru
many,много,0.5192785263061523,unknown,translation,en-ru
many,многим,0.4174628257751465,unknown,translation,en-ru
many,многие,0.5381516218185425,unknown,translation,en-ru
south,южная,0.4254307746887207,unknown,translation,en-ru
south,юг,0.4412778615951538,unknown,translation,en-ru
south,южный,0.42801809310913086,unknown,translation,en-ru
south,южной,0.4684329628944397,unknown,translation,en-ru
september,сентября,0.5712335705757141,unknown,translation,en-ru
september,сентябрь,0.5694996118545532,unknown,translation,en-ru
like,нравится,0.4003939628601074,polysemous,translation,en-ru
like,like,0.9999998807907104,polysemous,translation,en-ru
like,как,0.49771648645401,polysemous,translation,en-ru
between,между,0.6319676637649536,unknown,translation,en-ru
october,октябрь,0.48489588499069214,unknown,translation,en-ru
october,октября,0.3774988651275635,unknown,translation,en-ru
three,три,0.6163870096206665,unknown,translation,en-ru
three,трое,0.5046544671058655,unknown,translation,en-ru
june,июнь,0.4830365777015686,unknown,translation,en-ru
june,джун,0.4192925989627838,unknown,translation,en-ru
june,июня,0.34341537952423096,unknown,translation,en-ru
well,ну,0.3722533881664276,unknown,translation,en-ru
use,используйте,0.4403454065322876,polysemous,translation,en-ru
use,использование,0.47261738777160645,polysemous,translation,en-ru
use,использовать,0.4969217777252197,polysemous,translation,en-ru
war,войны,0.4302722215652466,monosemous,translation,en-ru
war,war,1.0,monosemous,translation,en-ru
war,война,0.42347341775894165,monosemous,translation,en-ru
under,под,0.5348920226097107,unknown,translation,en-ru
them,их,0.5765178203582764,unknown,translation,en-ru
april,эйприл,0.4513595998287201,unknown,translation,en-ru
april,апрель,0.5423048734664917,unknown,translation,en-ru
april,апреля,0.5653625130653381,unknown,translation,en-ru
born,родилась,0.4366597533226013,unknown,translation,en-ru
born,родился,0.45384615659713745,unknown,translation,en-ru
december,декабрь,0.5007390975952148,unknown,translation,en-ru
link,линк,0.5997324585914612,unknown,translation,en-ru
link,связать,0.3314353823661804,unknown,translation,en-ru
link,ссылка,0.4980680048465729,unknown,translation,en-ru
link,ссылку,0.4379139244556427,unknown,translation,en-ru
later,позднее,0.4565852880477905,monosemous,translation,en-ru
later,позже,0.5081974267959595,monosemous,translation,en-ru
part,часть,0.46216827630996704,monosemous,translation,en-ru
part,частично,0.2736346423625946,monosemous,translation,en-ru
november,ноября,0.5655451416969299,unknown,translation,en-ru
november,ноябрь,0.4102010130882263,unknown,translation,en-ru
further,далее,0.42828625440597534,monosemous,translation,en-ru
further,дальнейшая,0.38506007194519043,monosemous,translation,en-ru
players,игроки,0.5232923626899719,unknown,translation,en-ru
players,игрокам,0.5223872661590576,unknown,translation,en-ru
players,игроков,0.6257075071334839,unknown,translation,en-ru
list,перечень,0.4336395859718323,monosemous,translation,en-ru
list,список,0.5499411225318909,monosemous,translation,en-ru
please,пожалуйста,0.5098125338554382,unknown,translation,en-ru
february,февраля,0.5384886264801025,unknown,translation,en-ru
february,февраль,0.6354336142539978,unknown,translation,en-ru
known,известные,0.4462454617023468,unknown,translation,en-ru
known,известное,0.4578700661659241,unknown,translation,en-ru
known,известный,0.42791548371315,unknown,translation,en-ru
known,известен,0.4574216604232788,unknown,translation,en-ru
known,известная,0.41245314478874207,unknown,translation,en-ru
second,секунда,0.4448293447494507,unknown,translation,en-ru
second,второй,0.5069411396980286,unknown,translation,en-ru
second,вторая,0.4385089874267578,unknown,translation,en-ru
second,второе,0.44716644287109375,unknown,translation,en-ru
name,имя,0.5039147734642029,polysemous,translation,en-ru
name,название,0.45392945408821106,polysemous,translation,en-ru
group,группа,0.5535951852798462,monosemous,translation,en-ru
group,группы,0.5909286141395569,monosemous,translation,en-ru
group,group,0.9999999403953552,monosemous,translation,en-ru
history,истории,0.5536941289901733,monosemous,translation,en-ru
history,история,0.5411204695701599,monosemous,translation,en-ru
series,серия,0.5068910121917725,unknown,translation,en-ru
series,серии,0.5712777376174927,unknown,translation,en-ru
just,просто,0.5362886786460876,monosemous,translation,en-ru
just,только,0.4915972948074341,monosemous,translation,en-ru
north,северный,0.48764103651046753,unknown,translation,en-ru
north,северная,0.4820481240749359,unknown,translation,en-ru
north,север,0.4918372333049774,unknown,translation,en-ru
north,норт,0.35374146699905396,unknown,translation,en-ru
north,северной,0.47836214303970337,unknown,translation,en-ru
work,работа,0.5194931626319885,polysemous,translation,en-ru
work,работы,0.5577528476715088,polysemous,translation,en-ru
work,труд,0.4409106373786926,polysemous,translation,en-ru
before,до,0.45021873712539673,unknown,translation,en-ru
before,перед,0.4305194020271301,unknown,translation,en-ru
before,прежде,0.4683266282081604,unknown,translation,en-ru
season,сезон,0.6245189905166626,unknown,translation,en-ru
both,оба,0.4471905529499054,unknown,translation,en-ru
both,обе,0.4279404282569885,unknown,translation,en-ru
high,высокий,0.4750022888183594,polysemous,translation,en-ru
high,high,1.0000001192092896,polysemous,translation,en-ru
high,высоко,0.5115185976028442,polysemous,translation,en-ru
high,высокого,0.47118547558784485,polysemous,translation,en-ru
high,высокая,0.4704448878765106,polysemous,translation,en-ru
through,сквозь,0.40361088514328003,monosemous,translation,en-ru
through,через,0.5063523650169373,monosemous,translation,en-ru
district,округ,0.43528279662132263,unknown,translation,en-ru
district,район,0.46553146839141846,unknown,translation,en-ru
now,сейчас,0.5800009369850159,unknown,translation,en-ru
now,теперь,0.5941665172576904,unknown,translation,en-ru
comments,замечания,0.4367981553077698,unknown,translation,en-ru
comments,комментарии,0.4990297853946686,unknown,translation,en-ru
football,футбол,0.5940644145011902,unknown,translation,en-ru
music,музыка,0.5272189378738403,monosemous,translation,en-ru
music,музыку,0.5255383253097534,monosemous,translation,en-ru
music,music,1.0,monosemous,translation,en-ru
however,однако,0.5266690254211426,unknown,translation,en-ru
diff,diff,1.0000001192092896,unknown,translation,en-ru
century,век,0.4601318836212158,unknown,translation,en-ru
century,столетие,0.38849809765815735,unknown,translation,en-ru
league,лиги,0.4282670021057129,unknown,translation,en-ru
league,лига,0.40111643075942993,unknown,translation,en-ru
edits,правки,0.4548313319683075,unknown,translation,en-ru
debate,прений,0.35000044107437134,monosemous,translation,en-ru
debate,прения,0.3665575087070465,monosemous,translation,en-ru
debate,дебаты,0.4825601279735565,monosemous,translation,en-ru
title,заголовок,0.4008868932723999,monosemous,translation,en-ru
title,название,0.46326977014541626,monosemous,translation,en-ru
title,титул,0.4572431743144989,monosemous,translation,en-ru
articles,статьи,0.524033784866333,unknown,translation,en-ru
articles,статей,0.5138511657714844,unknown,translation,en-ru
articles,изделия,0.3806675970554352,unknown,translation,en-ru
john,джон,0.4674414396286011,unknown,translation,en-ru
john,иоанн,0.6000783443450928,unknown,translation,en-ru
including,включая,0.61702960729599,unknown,translation,en-ru
could,может,0.5031037330627441,unknown,translation,en-ru
could,мог,0.43977630138397217,unknown,translation,en-ru
could,могла,0.4790063798427582,unknown,translation,en-ru
english,английский,0.5112296342849731,unknown,translation,en-ru
english,английская,0.4529023766517639,unknown,translation,en-ru
album,альбом,0.6740933656692505,unknown,translation,en-ru
number,число,0.49215349555015564,monosemous,translation,en-ru
number,номер,0.5275993347167969,monosemous,translation,en-ru
number,количество,0.44726425409317017,monosemous,translation,en-ru
against,против,0.567501425743103,unknown,translation,en-ru
family,семья,0.5306752920150757,unknown,translation,en-ru
family,семейство,0.5245785117149353,unknown,translation,en-ru
family,семейное,0.5087709426879883,unknown,translation,en-ru
family,семьи,0.5628191232681274,unknown,translation,en-ru
family,родные,0.4926914572715759,unknown,translation,en-ru
user,пользователь,0.5312824845314026,polysemous,translation,en-ru
user,пользователя,0.5392735600471497,polysemous,translation,en-ru
user,пользователю,0.42869657278060913,polysemous,translation,en-ru
based,основано,0.3928050398826599,unknown,translation,en-ru
area,область,0.5057836771011353,monosemous,translation,en-ru
area,район,0.45335546135902405,monosemous,translation,en-ru
area,площадь,0.42114660143852234,monosemous,translation,en-ru
became,стала,0.4623088538646698,unknown,translation,en-ru
became,стал,0.45907464623451233,unknown,translation,en-ru
york,йорк,0.565711259841919,unknown,translation,en-ru
york,йорке,0.5171091556549072,unknown,translation,en-ru
life,life,1.0000001192092896,monosemous,translation,en-ru
life,жизнь,0.5924935936927795,monosemous,translation,en-ru
life,жизни,0.602613627910614,monosemous,translation,en-ru
british,британское,0.4849759340286255,unknown,translation,en-ru
british,британская,0.5185046195983887,unknown,translation,en-ru
british,британские,0.4776817262172699,unknown,translation,en-ru
british,великобритании,0.45129427313804626,unknown,translation,en-ru
british,британцы,0.4957672953605652,unknown,translation,en-ru
british,британский,0.4836762249469757,unknown,translation,en-ru
international,международные,0.4498780071735382,unknown,translation,en-ru
international,международный,0.4688400328159332,unknown,translation,en-ru
game,game,1.0000001192092896,monosemous,translation,en-ru
game,игра,0.5214495062828064,monosemous,translation,en-ru
above,выше,0.5091679692268372,unknown,translation,en-ru
club,club,1.0000001192092896,monosemous,translation,en-ru
club,клуб,0.6301862597465515,monosemous,translation,en-ru
your,твоя,0.48145079612731934,unknown,translation,en-ru
your,ваши,0.54109126329422,unknown,translation,en-ru
your,ваш,0.5796271562576294,unknown,translation,en-ru
your,ваша,0.5103219747543335,unknown,translation,en-ru
your,твой,0.45069390535354614,unknown,translation,en-ru
your,ваше,0.5216014385223389,unknown,translation,en-ru
until,до,0.46657609939575195,unknown,translation,en-ru
early,раннее,0.4347025752067566,polysemous,translation,en-ru
early,ранняя,0.3988758623600006,polysemous,translation,en-ru
early,рано,0.4892250895500183,polysemous,translation,en-ru
early,ранний,0.42113324999809265,polysemous,translation,en-ru
best,лучшие,0.4548715651035309,monosemous,translation,en-ru
best,лучшая,0.3847822844982147,monosemous,translation,en-ru
best,лучший,0.4306510090827942,monosemous,translation,en-ru
best,best,1.0000001192092896,monosemous,translation,en-ru
best,лучшее,0.5286228656768799,monosemous,translation,en-ru
west,запад,0.4579516053199768,monosemous,translation,en-ru
west,уэст,0.3958689570426941,monosemous,translation,en-ru
west,западная,0.45225825905799866,monosemous,translation,en-ru
west,западный,0.45672619342803955,monosemous,translation,en-ru
west,вест,0.31945833563804626,monosemous,translation,en-ru
house,house,1.0000001192092896,unknown,translation,en-ru
house,дом,0.510975182056427,unknown,translation,en-ru
house,хауз,0.3772522509098053,unknown,translation,en-ru
house,хаус,0.43409135937690735,unknown,translation,en-ru
company,компания,0.5582436323165894,polysemous,translation,en-ru
company,company,1.0000001192092896,polysemous,translation,en-ru
company,рота,0.3941917419433594,polysemous,translation,en-ru
company,компании,0.6049118041992188,polysemous,translation,en-ru
general,общие,0.39418137073516846,monosemous,translation,en-ru
general,генерал,0.5441276431083679,monosemous,translation,en-ru
left,левой,0.40828803181648254,unknown,translation,en-ru
left,слева,0.37543871998786926,unknown,translation,en-ru
left,налево,0.367421418428421,unknown,translation,en-ru
left,осталось,0.39419132471084595,unknown,translation,en-ru
left,оставил,0.44944995641708374,unknown,translation,en-ru
very,очень,0.6232525110244751,unknown,translation,en-ru
here,здесь,0.5810407400131226,polysemous,translation,en-ru
here,вот,0.3709999620914459,polysemous,translation,en-ru
don,дон,0.5336062908172607,unknown,translation,en-ru
don,don,1.0,unknown,translation,en-ru
don,дона,0.460784375667572,unknown,translation,en-ru
don,дону,0.46340903639793396,unknown,translation,en-ru
living,живущие,0.4536314308643341,polysemous,translation,en-ru
living,живые,0.4394764304161072,polysemous,translation,en-ru
living,живое,0.4206831455230713,polysemous,translation,en-ru
day,день,0.5912323594093323,unknown,translation,en-ru
day,day,1.0,unknown,translation,en-ru
day,дэй,0.39441072940826416,unknown,translation,en-ru
several,несколько,0.5701749324798584,unknown,translation,en-ru
place,место,0.5075387954711914,polysemous,translation,en-ru
party,party,1.0000001192092896,monosemous,translation,en-ru
party,сторона,0.3033673167228699,monosemous,translation,en-ru
party,партия,0.4408698081970215,monosemous,translation,en-ru
party,вечеринка,0.3829861581325531,monosemous,translation,en-ru
college,коллегия,0.36525270342826843,monosemous,translation,en-ru
college,колледж,0.4343385398387909,monosemous,translation,en-ru
result,результат,0.485637366771698,monosemous,translation,en-ru
appropriate,соответствующих,0.45677563548088074,unknown,translation,en-ru
appropriate,уместно,0.3976583480834961,unknown,translation,en-ru
four,четверо,0.4968431293964386,unknown,translation,en-ru
four,четыре,0.4999334216117859,unknown,translation,en-ru
subsequent,последующие,0.31816184520721436,unknown,translation,en-ru
subsequent,последующее,0.4135984182357788,unknown,translation,en-ru
even,даже,0.6455337405204773,monosemous,translation,en-ru
class,класс,0.5597923994064331,unknown,translation,en-ru
government,правительство,0.4871135354042053,monosemous,translation,en-ru
how,как,0.4856252670288086,unknown,translation,en-ru
called,называется,0.4461536705493927,unknown,translation,en-ru
called,звонил,0.3402777314186096,unknown,translation,en-ru
called,позвонил,0.3287103772163391,unknown,translation,en-ru
did,сделал,0.40327203273773193,unknown,translation,en-ru
